Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date
16243,Group,Zealand Falls Hut (ZEAL2),NH,44.195461,-71.495796,User,User,809,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2.2 mi,20 yd,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"From junction of Lend-A-Hand and Zealand Ridge Trails.  First 10 meters of Lend-A-Hand trail, until trail turns slightly left",2013-11-30
16244,Group,Zealand Falls Hut (ZEAL3),NH,44.195919,-71.494003,User,User,785,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2.1 mi,40 yd,1 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"As Zealand Trail leaves hut downslope.  Beginning where trail first enters canopy, for 15-20 meters until trail comes to small opening in canopy with moist sedge meadow on left side of trail",2013-11-30
16246,Group,Zealand Falls Hut (ZEAL5),NH,44.195671,-71.490402,User,User,743,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,2.1 mi,45 yd,1 sqyd,A mixture of evergreen and deciduous trees,,,,,,,-1,,,,,,On Zealand Trail where it meets Ethan Pond Trail,2013-11-30
16257,Group,Teatown Lake Reservation,NY,41.211025,-73.826889,WGS84,Google Maps,696,Auto-USGS-WebService,,,,,,,,,,,,,-1,,,,,,,2013-12-03
16696,Personal,Yard,MN,44.65258,-93.632935,WGS84,Google Maps,281,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",700 ft,1 mi,2 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",On the top of the slope or on a ridge,North,,,,1,1,1,1,1,,,2014-02-11
17562,Group,Cary Institute Fern Glen,NY,41.78577,-73.731003,WGS84,Google Maps,126,Auto-USGS-WebService,Rural,Forested wetland (such as swamp or mangrove),10 ft,10 ft,10000 m2,,,,,,,,-1,,,,,,,2014-04-09
17731,Group,Happy Valley,NY,42.020794,-74.243362,WGS84,Google Maps,254,Auto-USGS-WebService,Rural,Forest or woodland,500 ft,500 ft,7 ac,,,,,,,,-1,,,,,,4 large patches of tagged plants,2014-04-24
17753,Group,Ethan Pond Trail (EP1),NH,44.168583,-71.38765,User,User,395,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.2 mi,0.1 mi,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"On Wiley House Station Road, downhill from large water drain",2014-04-28
17754,Group,Ethan Pond Trail (EP2),NH,44.167084,-71.385849,User,User,429,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,10 ft,50 yd,100 ft2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Along parking lot at end of Wiley House Road,2014-04-28
17755,Group,Webster Cliff Trail (WC1),NH,44.171101,-71.386131,User,User,383,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,100 yd,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Just past National Forest Sign at beginning of trailhead,2014-04-28
17756,Group,Webster Cliff Trail (WC2),NH,44.171883,-71.385483,User,User,381,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.1 mi,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"After passing over bridge, site located around fork in trails (Saco River Tr. and Webster Cliff Tr.)",2014-04-28
17757,Group,Webster Cliff Trail (WC3),NH,44.172134,-71.384315,User,User,403,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,0.15 mi,0.1 mi,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,On Webster Cliff Trail near big rock right next to path,2014-04-28
17767,Group,Glen Ellis Falls (GE1),NH,44.246014,-71.254158,WGS84,Google Maps,594,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,25 ft,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Near picnic table and grill area when first coming into parking lot,2014-04-29
17769,Group,Glen Ellis Falls (GE2),NH,44.245659,-71.253677,WGS84,Google Maps,588,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,10 ft,100 yd,100 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,Trees located around parking lot area closest to tunnel,2014-04-29
18154,Group,Lab &amp; Clivus,ME,44.033798,-68.886421,WGS84,Google Maps,2,Auto-USGS-WebService,Rural,"Grassland, meadow or tundra",30 ft,50 ft,50 ft2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,1,,0,,,,,,,2014-05-30
18258,Group,Roland Park (RP2),NH,43.73111,-71.199997,User,User,340,Auto-USGS-WebService,Suburban,Forest or woodland,,,,,,,,,,,-1,,,,,,,2014-06-18
18305,Group,Great Gulf Wilderness (GG2),NH,44.302448,-71.246567,User,User,555,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,1.8 mi,0.1 mi,,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,This site is located at the junction of the Osgood Trail and the Great Gulf Trail. ,2014-06-25
18353,Group,Cascade Brook Trail (LONEAT1),NH,44.112068,-71.68367,User,User,443,Auto-USGS-WebService,Rural,Forest or woodland,0.1 mi,0.2 mi,100 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,,,,,-1,,,,,,Located at the trail junction of Cascade Brook Trail (AT) and the Pemi Trail.,2014-06-30
18354,Group,Cascade Brook Trail (LONEAT2),NH,44.125633,-71.695618,User,User,636,Auto-USGS-WebService,Wildlands or semi-wildlands,Forest or woodland,1.2 mi,10 ft,100 m2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,At the junction of the Cascade Brook Trail (AT) and the Basin-Cascades Trail.,2014-06-30
18919,Personal,Asheville School,NC,35.563446,-82.621315,WGS84,Google Maps,653,Google Elevation Service,Suburban,Forest or woodland,5 ft,500 yd,200 ac,,,,,,,,-1,,,,,,,2014-10-03
19166,Group,Sandy River (ME),ME,44.888222,-70.539787,User,User,508,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,450 ft,240 ft,300 ft2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,Southwest,,,,0,,,,,,,2014-10-20
19167,Group,Horns Pond (ME),ME,45.118938,-70.319252,User,User,431,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,5000 ft,3000 ft,250 ft2,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",In the middle of the slope,Southeast,,,,-1,,,,,,,2014-10-20
20799,Personal,home,WA,47.673939,-122.393204,WGS84,Google Maps,32,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2015-05-02
20953,Group,RockyB1,NH,44.204884,-71.24073,WGS84,Google Maps,387,Google Elevation Service,Rural,Forest or woodland,200 ft,,,,,,,,,,-1,,,,,,,2015-05-20
22315,Personal,UT Gardens,TN,35.944996,-83.938416,WGS84,Google Maps,252,Google Elevation Service,,,,,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Southwest,,,,-1,,,,,,,2016-01-06
22911,Personal,shingobee lake,MN,46.998329,-94.693977,WGS84,Google Maps,409,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,30 yd,50 yd,120 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,0,,,,,,,2016-03-17
23532,Group,Lost Pond Trail (PINK 1.5),NH,44.255505,-71.251091,WGS84,Google Maps,645,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,100 ft,25 ft,3 m2,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,,,,,-1,,,,,,,2016-05-05
23657,Group,Ammon. Rav. Tr. (AMMO1),Jambyl Region,44.266861,-71.358833,User,User,348,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,30 m2,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,"Roughly 200 m from the Ammonoosuc Ravine trailhead parking lot, or approximately 80 m after a small wooden bridge there are 4 gravel beds in the trail.  The monitored patch is located on the left (north) side of the trail, beginning after the 2nd gravel bed and ending after the 4th bed, where a set of log steps begin.  The patch is 15 m long immediately adjacent to the trail and extending 2 m deep",2016-05-24
23671,Personal,Gibbs Falls Junction,NH,44.220928,-71.403259,WGS84,Web Service,704,Google Elevation Service,,,,,,,,,,,,,,,,,,,On right at junction ,2016-05-25
23676,Personal,loop trail,MN,46.996738,-94.696556,WGS84,Google Maps,430,Google Elevation Service,Wildlands or semi-wildlands,,1 mi,300 ft,60 ac,A mixture of evergreen and deciduous trees,,,,,,,0,,1,,,,1 mile loop behind my house,2016-05-25
23699,Group,Ammon. Rav. Tr. (AMMO4),NH,44.263969,-71.321899,User,User,1313,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,15 m2,,,,,,,,-1,,,,,,"This is the first big, open slab after a brook crossing.  There is a waterfall straight ahead.  Monitor the labrador tea on the left before the slab, Canada mayflower, starflower, and mountain avens on the left after crossing the stream (patch), and the mountain avens across from it on the right.  Look all the way to the right for bunchberry and goldthread.  A small patch of mountain cranberry is at the base of the waterfall.  Bog bilberry is near the mountain avens almost in the water.",2016-05-28
23813,Group,Phudd Hill ,NY,42.270908,-73.59346,WGS84,Google Maps,212,Google Elevation Service,Rural,Forest or woodland,,,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",At the bottom of the slope or in a valley between slopes,Northwest,,,,-1,,,,,,,2016-06-17
25093,Personal,north loop,MN,47.000977,-94.697235,WGS84,Google Maps,425,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),300 yd,200 yd,30 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,East,,,,-1,,1,,,,combination meadow and woods,2017-01-10
25452,Personal,Home,NC,35.182804,-80.857506,WGS84,Web Service,208,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2017-02-19
25623,Personal,Home,NM,34.870251,-82.311592,WGS84,Google Maps,304,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-02-26
27269,Group,Amikiiwish Trail,MN,48.168194,-90.879684,WGS84,Google Maps,436,Google Elevation Service,Wildlands or semi-wildlands,Other (please describe in comments box),10 ft,10 ft,25 ac,,,,,,,,-1,,,,,,Boreal Forest,2017-06-15
27322,Personal,brown creek trail,MN,45.074837,-92.815727,WGS84,Web Service,265,Google Elevation Service,,,,,,,,,,,,,,,,,,,Small restored prairie along wooded bike trail ,2017-06-26
27402,Personal,GarfieldPollinatorGarden,CO,39.73296,-104.94384,WGS84,Google Maps,1621,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",30 ft,2 mi,200 ft2,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2017-07-12
27493,Personal,home,MA,41.998386,-71.246613,WGS84,Google Maps,41,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",30 ft,,0.6 ac,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,1,,,,1,piles of branches,,2017-08-05
27697,Personal,Garden,MN,44.929871,-93.147781,WGS84,Google Maps,279,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-08
27766,Personal,afsa prarie,MN,45.046234,-93.096085,WGS84,Google Maps,291,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2017-09-12
28503,Personal,Manoa elementary ,PA,39.968662,-75.319717,WGS84,Google Maps,90,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",,,,,"No, the surrounding terrain is relatively flat",,,,,,1,1,,,,,,2017-12-03
29328,Personal,Backyard for Pollinator Project,NY,42.863239,-77.285049,,,238,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",60 ft,1000 ft,0.1 ac,,,,,,,,-1,,,,,,Backyard borders a large area of scrub - A fallow field of wild plants,2018-02-26
29741,Personal,Lyon Park Garden,VA,38.879223,-77.092468,WGS84,Google Maps,68,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-03-17
29951,Group,C Unit Plants,IN,41.036747,-85.238861,WGS84,Google Maps,229,Google Elevation Service,Urban,,,,,,,,,,,,-1,,,,,,,2018-03-27
30020,Personal,Our Yard,PA,39.884789,-75.396133,WGS84,Google Maps,70,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",40 ft,300 ft,0.75 ac,,,,,,,,-1,,,,,,,2018-04-02
30178,Group,Forest Pollinator Walk,NY,40.864407,-73.875717,WGS84,Google Maps,34,Google Elevation Service,Urban,Forest or woodland,100 ft,200 ft,50 ac,"Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...",,East,,,,-1,,,,,,,2018-04-12
30353,Personal,HOME,OH,40.265736,-82.825371,WGS84,Google Maps,316,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-04-24
30464,Personal,My Garden,PA,42.129856,-80.014229,WGS84,Google Maps,239,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-04-29
30518,Personal,Home 2,NY,40.900394,-73.064667,WGS84,Google Maps,17,Google Elevation Service,,,,,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,1,1,,1,1,,1,,,,2018-05-03
30650,Personal,marcell experimental forest,MN,47.514877,-93.471527,WGS84,Google Maps,431,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,trails threwout the forest,2018-05-16
30654,Personal,Home,OH,40.305157,-83.109108,WGS84,Google Maps,280,Google Elevation Service,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",14 ft,100 yd,75 ft2,Other (please describe in comments box),"No, the surrounding terrain is relatively flat",,,,,,1,,,,,,my bed is from 4' to 8' wide beside my condo; only 2 crabapple trees,2018-05-16
30766,Group,RS 1 - pond,NH,43.972031,-71.156906,WGS84,Google Maps,226,Google Elevation Service,Wildlands or semi-wildlands,Forest or woodland,,,,,,,,,,,-1,,,,,,,2018-05-31
30792,Group,RS 2 - beaver trail,NH,43.972321,-71.156998,WGS84,Google Maps,224,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-06-02
30794,Group,RS 4 - marsh bridge,NH,43.972713,-71.157997,WGS84,Google Maps,230,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2018-06-02
30870,Personal,Meek Park,CA,37.683868,-122.112907,WGS84,Google Maps,16,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",5 ft,,,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,Southeast,,1,,1,,,,,,,2018-06-06
31060,Personal,Home,MN,44.721386,-93.292908,WGS84,Web Service,334,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2018-07-07
31066,Personal,Roper Mountain Science Center,SC,34.837082,-82.308205,WGS84,Web Service,326,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2018-07-10
31151,Personal,RG Yard,OK,36.138344,-95.969276,WGS84,Google Maps,230,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",1 ft,0.1 mi,,"Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2018-07-20
31242,Personal,Home,OR,45.467743,-122.817841,WGS84,Google Maps,83,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",10 ft,2 mi,1 ac,,,,,,,,,,,,,,,2018-07-28
32187,Group,Laird Norton Boardwalk,ME,43.335213,-70.545807,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,Forested wetland (such as swamp or mangrove),0.5 mi,0.25 ft,,,,,,,,,-1,,,,,,,2018-10-19
32443,Personal,my backyard,IN,39.90163,-86.175911,WGS84,Google Maps,240,Google Elevation Service,Other (please describe in comments box),"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,0.5 mi,0.75 ac,,,,,,,,-1,,,,,,suburban with wooded area nearby Williams Creek   My lot is wooded on the rightside,2018-11-27
32458,Group,LGBG phenology trail 1,VA,37.620075,-77.470818,WGS84,Google Maps,54,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,100 ft,80 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",,North,1,,,1,1,1,,1,,,2018-11-30
32833,Personal,Observ1,OH,40.184029,-82.91748,WGS84,Google Maps,284,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,50 ft,0.3 ac,,,,,,,,-1,,,,,,,2019-01-30
32888,Group,ReinerMckinley Museum,OH,40.806236,-81.393112,WGS84,Google Maps,316,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",200 ft,3 yd,24 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,1,,1,,,,,bee garden,,2019-02-08
32929,Group,Habitat Garden,OH,41.411491,-82.072891,WGS84,Google Maps,211,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",3 ft,,20 ft2,,,,,,,,-1,,,,,,The Hummingbird Butterfly Habitat Garden,2019-02-12
32939,Group,Experience Garden,OH,41.414505,-82.072701,WGS84,Google Maps,210,Google Elevation Service,Urban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",100 ft,,,,,,,,,,-1,,,,,,The Greenland Youth Experience Garden,2019-02-12
32945,Personal,Yard,AL,33.990932,-86.577492,WGS84,Google Maps,161,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-02-13
32956,Group,Caldwell FRC Homestead,OH,39.404049,-82.037682,WGS84,Google Maps,207,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",70 ft,185 ft,2.5 ac,A mixture of evergreen and deciduous trees,"Yes, and the site is...",In the middle of the slope,East,1,1,feral cats and dogs on occasion,1,1,1,1,1,property gently slopes to a natural year round stream.,Partial landscaped garden and lawn adjacent to natural stream a woods,2019-02-14
33118,Personal,Yard,NY,42.946575,-74.365456,WGS84,Google Maps,86,Google Elevation Service,Suburban,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",50 ft,0.25 mi,0.25 ac,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,1,1,,1,1,,1,,,bird feeder added 3/10/19,2019-03-02
33259,Personal,Back yard,OH,40.134315,-82.960892,WGS84,Google Maps,264,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-03-13
33782,Personal,Back Forest,QC,46.364929,-72.611542,WGS84,Google Maps,59,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-04-23
33896,Personal,Our land,ME,46.134861,-67.807373,WGS84,Google Maps,141,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-04-29
34003,Personal,center lot,NH,42.807674,-71.860489,WGS84,Google Maps,335,Google Elevation Service,Rural,Forest or woodland,200 ft,100 ft,25 ft2,,,,,,,,-1,,,,,,first site,2019-05-04
34029,Personal,Lollipop Trail,NH,43.162346,-71.917229,WGS84,Google Maps,272,Google Elevation Service,Rural,Forest or woodland,350 yd,50 ft,100 sqyd,,,,,,,,-1,,,,,,,2019-05-07
34068,Personal,Home garden,DC,38.965641,-77.069733,WGS84,Google Maps,96,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-05-09
34291,Personal,back garden,NH,42.807304,-71.860992,WGS84,Google Maps,328,Google Elevation Service,Rural,"Landscaped area (such as vegetable or flower garden, lawn, arboretum)",125 yd,25 yd,2 sqyd,A mixture of evergreen and deciduous trees,"No, the surrounding terrain is relatively flat",,,,,,-1,,,,,,,2019-05-26
34351,Personal,Home,IL,42.201675,-88.119034,WGS84,Google Maps,261,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-06-02
34391,Personal,OU Biology Station,OK,33.883419,-96.817429,WGS84,Google Maps,194,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-06-05
34472,Personal,SERC 1.2,ME,44.336056,-68.066666,WGS84,Google Maps,7,Google Elevation Service,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",0.25 mi,30 ft,1 m2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",On the top of the slope or on a ridge,West,,,,-1,,,,,,,2019-06-11
34473,Personal,SERC 1.3,ME,44.337975,-68.060097,WGS84,Google Maps,21,Google Elevation Service,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",0.25 mi,30 ft,1 m2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",On the top of the slope or on a ridge,West,,,,-1,,,,,,,2019-06-11
34478,Personal,SERC 2.3,ME,44.338284,-68.067184,WGS84,Google Maps,1,Google Elevation Service,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",0.25 mi,40 ft,1 m2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",On the top of the slope or on a ridge,West,,,,-1,,,,,,,2019-06-11
34483,Personal,SERC 3.2,ME,44.340767,-68.066406,WGS84,Google Maps,0,Google Elevation Service,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",0.25 mi,10 ft,1 m2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",On the top of the slope or on a ridge,North,,,,-1,,,,,,,2019-06-11
34484,Personal,SERC 3.3,ME,44.337975,-68.060097,WGS84,Google Maps,21,Google Elevation Service,Wildlands or semi-wildlands,"Shrubland, shrub thicket or shrubby field (with few tall trees)",0.25 mi,10 ft,1 m2,"Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...",On the top of the slope or on a ridge,North,,,,-1,,,,,,,2019-06-11
34849,Personal,HEPSCD Office,NJ,40.795803,-74.185303,WGS84,Google Maps,34,Google Elevation Service,,,,,,,,,,,,,-1,,,,,,,2019-07-15
34968,Personal,South Cookeville,TN,36.116627,-85.557228,WGS84,Web Service,330,Google Elevation Service,,,,,,,,,,,,,,,,,,,,2019-07-29
